nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,
3,266150_s_at,F,NA,AT2G12290,AT2G12290,BEST Arabidopsis thaliana protein match is: SBP (S-ribonuclease binding protein) family protein (TAIR:AT4G19700.1); Has 66 Blast hits to 66 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 66; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.563907309,0.614215666,0.695129394,0.467669831,0.471384142,0.562461268,
3,266172_at,T,F,AT2G39010,PIP2E|PIP2;6,plasma membrane intrinsic protein 2E,0.445864004,0.614849953,0.573455945,0.447079154,0.769636902,0.570177192,
3,266175_at,T,F,AT2G02450,LOV1|NAC035|ANAC035|anac034,NAC domain containing protein 35,0.421321767,0.74361479,0.761822171,0.270655783,0.691044994,0.577691901,
3,266176_at,T,F,AT2G02250,AtPP2-B2|PP2-B2,phloem protein 2-B2,0.340644311,0.591598,0.560164025,0.347745432,0.782703367,0.524571027,
3,266193_at,T,T,AT2G39080,AT2G39080,NAD(P)-binding Rossmann-fold superfamily protein,0.311650981,0.871181988,0.876528287,0.092845851,0.524610525,0.535363526,
3,266194_at,T,F,AT2G39090,AT2G39090,tetratricopeptide repeat (TPR)-containing protein,0.35435821,0.629730586,0.50816882,0.229330488,0.780958047,0.50050923,
3,266196_at,T,F,AT2G39110,AT2G39110,Protein kinase superfamily protein,0.441898924,0.717999144,0.632438965,0.323654323,0.799134741,0.583025219,
3,266201_at,T,F,AT2G39060,AT2G39060,Nodulin MtN3 family protein,0.393251134,0.671859802,0.511278831,0.180254304,0.624661391,0.476261092,
3,266203_at,T,F,AT2G02230,PP2-B1|AtPP2-B1,phloem protein 2-B1,0.320749354,0.745790946,0.669789915,0.331000375,0.742782267,0.562022571,
3,266206_at,T,F,AT2G27730,AT2G27730,copper ion binding,0.421379386,0.672916812,0.681903159,0.050335485,0.741982348,0.513703438,
3,266207_at,T,F,AT2G27680,AT2G27680,NAD(P)-linked oxidoreductase superfamily protein,0.39217706,0.719741044,0.640336045,0.338629908,0.812055137,0.580587839,
3,266209_at,T,F,AT2G27550,ATC,centroradialis,0.472659705,0.777683218,0.763647052,0.322223734,0.708680003,0.608978743,
3,266212_at,T,F,AT2G06840,AT2G06840,"copia-like retrotransposon family, has a 3.5e-184 P-value blast match to GB:AAC02666 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)",0.238868227,0.67282718,0.581103665,0.289670369,0.725370819,0.501568052,
3,266221_at,T,F,AT2G28760,UXS6,UDP-XYL synthase 6,0.384734674,0.762858522,0.79200312,0.202071468,0.604882037,0.549309964,
3,266224_at,T,F,AT2G28800,ALB3,63 kDa inner membrane family protein,0.37116091,0.691037433,0.606643551,0.31041478,0.839122852,0.563675905,
3,266233_at,T,F,AT2G02340,AtPP2-B8|PP2-B8,phloem protein 2-B8,0.464147657,0.591345319,0.510082614,0.560720793,0.478530103,0.520965297,
3,266241_s_at,F,NA,AT5G27300,AT5G27300,pentatricopeptide (PPR) repeat-containing protein,0.410793247,0.762268757,0.676823128,0.21232486,0.583349437,0.529111886,
3,266247_at,T,F,AT2G27660,AT2G27660,Cysteine/Histidine-rich C1 domain family protein,0.471610343,0.663827218,0.527723027,0.374773814,0.763556429,0.560298167,
3,266261_at,T,F,AT2G27580,AT2G27580,A20/AN1-like zinc finger family protein,0.546589568,0.823762585,0.881260632,0.261116978,0.325843728,0.567714698,
3,266265_at,T,F,AT2G29340,AT2G29340,NAD-dependent epimerase/dehydratase family protein,0.390042079,0.581066865,0.64726811,0.182005492,0.69582451,0.499241411,
3,266269_at,T,F,AT2G29480,ATGSTU2|GSTU2|GST20,glutathione S-transferase tau 2,0.48443097,0.658346773,0.613718036,0.376629586,0.760115509,0.578648175,
3,266274_at,T,F,AT2G29380,HAI3,highly ABA-induced PP2C gene 3,0.567543963,0.637183245,0.787416266,0.291559281,0.169862004,0.490712952,
3,266276_at,T,F,AT2G29330,TRI,tropinone reductase,0.313749758,0.675807424,0.545389341,0.245048775,0.818091591,0.519617378,
3,266285_at,T,F,AT2G29180,AT2G29180,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 34 Blast hits to 33 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.433055558,0.810787864,0.847614836,0.228122146,0.616931939,0.587302468,
3,266287_at,T,F,AT2G29150,AT2G29150,NAD(P)-binding Rossmann-fold superfamily protein,0.513095688,0.454341394,0.584679926,0.525294095,0.335724931,0.482627207,
3,266288_s_at,F,NA,AT2G29200,PUM1|APUM1,pumilio 1,0.41372666,0.774831548,0.840560956,0.155881215,0.629159776,0.562832031,
3,266290_at,T,F,AT2G29490,GSTU1|ATGSTU1|GST19,glutathione S-transferase TAU 1,0.4612054,0.651257528,0.589256577,0.350112915,0.741237557,0.558613995,
3,266291_at,T,F,AT2G29320,AT2G29320,NAD(P)-binding Rossmann-fold superfamily protein,0.351820753,0.717442483,0.759137978,0.213132526,0.627122069,0.533731162,
3,266293_at,T,F,AT2G29360,AT2G29360,NAD(P)-binding Rossmann-fold superfamily protein,0.487911652,0.738741261,0.731574355,0.322075651,0.735755404,0.603211665,
3,266294_at,T,F,AT2G29500,AT2G29500,HSP20-like chaperones superfamily protein,0.562324697,0.559310671,0.646576382,0.362862391,0.212995003,0.468813829,
3,266296_at,T,F,AT2G29420,GST25|ATGSTU7|GSTU7,glutathione S-transferase tau 7,0.467790361,0.684429001,0.712766095,0.207036504,0.644315391,0.54326747,
3,266307_at,T,F,AT2G27000,CYP705A8,"cytochrome P450, family 705, subfamily A, polypeptide 8",0.329697629,0.697254488,0.566475419,0.252019406,0.847805252,0.538650439,
3,266308_at,T,F,AT2G27010,CYP705A9,"cytochrome P450, family 705, subfamily A, polypeptide 9",0.461349093,0.665220871,0.605959959,0.395067176,0.796725638,0.584864547,
3,266309_at,T,F,AT2G27140,AT2G27140,HSP20-like chaperones superfamily protein,0.40465357,0.646136764,0.564912363,0.273337846,0.789473741,0.535702857,
3,266310_at,T,F,AT2G26990,COP12|ATCSN2|FUS12|CSN2,proteasome family protein,0.385205606,0.818440443,0.76937783,0.230551944,0.642363025,0.56918777,
3,266312_at,T,F,AT2G27020,PAG1,20S proteasome alpha subunit G1,0.260876414,0.691227569,0.658438634,0.027848199,0.621236046,0.451925372,
3,266315_at,T,F,AT2G27100,SE,C2H2 zinc-finger protein SERRATE (SE),0.37601039,0.635808515,0.513784478,0.345787045,0.769102157,0.528098517,
3,266319_s_at,F,NA,AT2G46720,HIC|KCS13,3-ketoacyl-CoA synthase 13,0.352234136,0.701201429,0.538141408,0.292833309,0.81835849,0.540553754,
3,266320_at,T,F,AT2G46640,AT2G46640,unknown protein; Has 19 Blast hits to 19 proteins in 7 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 17; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).,0.349783525,0.707702964,0.55463436,0.364390767,0.793819422,0.554066207,
3,266323_at,T,F,AT2G46700,CRK3|ATCRK3,CDPK-related kinase 3,0.431143566,0.628894706,0.559627521,0.419555626,0.73189162,0.554222608,
3,266328_at,T,F,AT2G01600,AT2G01600,ENTH/ANTH/VHS superfamily protein,0.502124735,0.665146724,0.813245227,0.339549676,0.126025776,0.489218428,
3,266329_at,T,F,AT2G01590,CRR3,chlororespiratory reduction 3,0.423096154,0.835625704,0.855698041,0.19349082,0.635401245,0.588662393,
3,266330_at,T,F,AT2G01530,MLP329,MLP-like protein 329,0.460896298,0.682795852,0.630468818,0.393719165,0.7377416,0.581124347,
3,266335_at,T,F,AT2G32440,CYP88A4|KAO2|ATKAO2,ent-kaurenoic acid hydroxylase 2,0.479142628,0.781468255,0.787052001,0.240150741,0.645765944,0.586715914,
3,266340_at,T,F,AT2G01480,AT2G01480,O-fucosyltransferase family protein,0.471117112,0.735506709,0.674971729,0.443578436,0.670923223,0.599219442,
3,266349_at,T,F,AT2G01460,AT2G01460,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.51679759,0.633739053,0.771482475,0.431382225,0.403947407,0.55146975,
3,266350_at,T,F,AT2G01470,STL2P|ATSEC12,SEC12P-like 2 protein,0.584797811,0.741863641,0.892835444,0.29898708,0.464011668,0.596499129,
3,266353_at,T,F,AT2G01520,MLP328,MLP-like protein 328,0.467739318,0.671565706,0.62687867,0.386987674,0.754468117,0.581527897,
3,266356_at,T,F,AT2G32300,UCC1,uclacyanin 1,0.440895467,0.766271518,0.680605407,0.287867545,0.785724385,0.592272865,
3,266358_at,T,F,AT2G32280,AT2G32280,Protein of unknown function (DUF1218),0.261296793,0.606222052,0.537465353,0.095791642,0.725936333,0.445342435,
3,266360_at,T,F,AT2G32250,FRS2,FAR1-related sequence 2,0.454069598,0.50039165,0.540661123,0.236157413,0.561947942,0.458645545,
3,266365_at,T,F,AT2G41220,GLU2,glutamate synthase 2,0.44582812,0.796026973,0.858433187,0.245487787,0.606514329,0.590458079,
3,266373_x_at,F,NA,AT4G10580,AT4G10580,"gypsy-like retrotransposon family, has a 1.1e-306 P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica)",0.456003861,0.610747971,0.625754491,0.478961636,0.694888084,0.573271209,
3,266383_at,T,F,AT2G14580,ATPRB1|PRB1,basic pathogenesis-related protein 1,0.229939932,0.712015187,0.757325064,0.096295818,0.587097855,0.476534771,
3,266389_s_at,F,NA,AT2G32320,AT2G32320,tRNAHis guanylyltransferase,0.466720368,0.545912411,0.642100384,0.54220458,0.462013995,0.531790347,
3,266402_at,T,F,AT2G38780,AT2G38780,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 58 Blast hits to 58 proteins in 23 species: Archae - 0; Bacteria - 4; Metazoa - 1; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink).,0.438391877,0.639191674,0.611500927,0.336372234,0.774081999,0.559907742,
3,266405_at,T,F,AT2G38580,AT2G38580,Mitochondrial ATP synthase D chain-related protein,0.361279245,0.668160979,0.632442701,0.383687351,0.706447755,0.550403606,
3,266407_at,T,F,AT2G38560,TFIIS,transcript elongation factor IIS,0.305803027,0.719339089,0.544809728,0.385640521,0.66863415,0.524845303,
3,266414_at,T,F,AT2G38700,MVD1|ATMVD1,mevalonate diphosphate decarboxylase 1,0.381361927,0.574014014,0.533298488,0.285881206,0.787840732,0.512479274,
3,266415_at,T,F,AT2G38530,cdf3|LP2|LTP2,lipid transfer protein 2,0.552371916,0.681663706,0.894106491,0.279042228,0.248306365,0.531098141,
3,266420_at,T,F,AT2G38610,AT2G38610,RNA-binding KH domain-containing protein,0.44285875,0.516624909,0.574923918,0.347678507,0.695011933,0.515419604,
3,266423_at,T,F,AT2G41340,RPB5D,"RNA polymerase II fifth largest subunit, D",0.340164506,0.812894108,0.838038276,0.132746897,0.580671953,0.540903148,
3,266445_at,NA,NA,NA,NA,NA,0.305519055,0.690515254,0.767455988,0.20886457,0.547040209,0.503879015,
3,266449_at,T,F,AT2G43080,AT-P4H-1,P4H isoform 1,0.502600877,0.717204666,0.921484189,0.174768769,0.351982029,0.533608106,
3,266450_s_at,T,F,AT2G43190,AT2G43190,ribonuclease P family protein,0.238710527,0.75839049,0.747173144,0.151120948,0.519893388,0.4830577,
3,266452_at,T,F,AT2G43320,AT2G43320,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.491887776,0.809125064,0.801433709,0.273903419,0.627662416,0.600802477,
3,266456_at,T,F,AT2G22770,NAI1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.379639359,0.606239042,0.521775855,0.480820515,0.795940024,0.556882959,
3,266457_at,T,F,AT2G22780,PMDH1,peroxisomal NAD-malate dehydrogenase 1,0.586402253,0.698117023,0.866781411,0.328116913,0.433560821,0.582595684,
3,266463_at,T,F,AT2G47840,AT2G47840,Uncharacterised conserved protein ycf60,0.42803966,0.783362569,0.803980868,0.272247829,0.62745028,0.583016241,
3,266464_at,T,F,AT2G47800,ATMRP4|MRP4|EST3,multidrug resistance-associated protein 4,0.674538148,0.516482124,0.663464851,0.279471837,0.2156686,0.469925112,
3,266469_at,T,F,AT2G31180,MYB14|ATMYB14|MYB14AT,myb domain protein 14,0.467552936,0.754631796,0.743659964,0.473993518,0.639473901,0.615862423,
3,266481_at,T,F,AT2G31070,TCP10,TCP domain protein 10,0.389816089,0.599198346,0.589340631,0.316247623,0.76417507,0.531755552,
3,266483_at,T,F,AT2G47910,CRR6,chlororespiratory reduction 6,0.388587661,0.667476445,0.616477662,0.262310268,0.773045014,0.54157941,
3,266486_at,T,F,AT2G47950,AT2G47950,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: root, flower; EXPRESSED DURING: petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G62990.1); Has 22 Blast hits to 22 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.468591543,0.68146321,0.68824716,0.353301941,0.642013467,0.566723464,
3,266508_at,T,F,AT2G47920,AT2G47920,Kinase interacting (KIP1-like) family protein,0.347914451,0.632895423,0.616203847,0.366569253,0.542921544,0.501300904,
3,266511_at,T,F,AT2G47680,AT2G47680,zinc finger (CCCH type) helicase family protein,0.335643027,0.592781419,0.629593782,0.197362136,0.629583706,0.476992814,
3,266515_at,T,F,AT2G47900,AtTLP3|TLP3,tubby like protein 3,0.350016142,0.667527252,0.521044246,0.317955106,0.876588375,0.546626224,
3,266516_at,T,F,AT2G47880,AT2G47880,Glutaredoxin family protein,0.48357383,0.841441681,0.785953998,0.281482374,0.603826621,0.599255701,
3,266517_at,T,F,AT2G35120,AT2G35120,Single hybrid motif superfamily protein,0.386563785,0.66038359,0.546871101,0.311922168,0.844858149,0.550119759,
3,266519_at,T,F,AT2G35155,AT2G35155,Trypsin family protein,0.423395124,0.841629374,0.821652984,0.170503669,0.661159677,0.583668166,
3,266522_at,T,F,AT2G16920,PFU2|UBC23,ubiquitin-conjugating enzyme 23,0.326365387,0.613745227,0.510837533,0.441010683,0.76258722,0.53090921,
3,266525_at,T,F,AT2G16970,MEE15,Major facilitator superfamily protein,0.333628886,0.588440194,0.509620534,0.307755441,0.842196384,0.516328288,
3,266526_at,T,F,AT2G16980,AT2G16980,Major facilitator superfamily protein,0.417261499,0.689511157,0.576988571,0.311254133,0.833028536,0.565608779,
3,266536_at,T,F,AT2G16900,AT2G16900,Arabidopsis phospholipase-like protein (PEARLI 4) family,0.309161764,0.8645826,0.754511258,0.144026429,0.588134001,0.53208321,
3,266540_at,T,F,AT2G35310,AT2G35310,Transcriptional factor B3 family protein,0.377462937,0.744486209,0.7609452,0.156680437,0.546653545,0.517245665,
3,266546_at,T,F,AT2G35270,GIK,Predicted AT-hook DNA-binding family protein,0.380221604,0.667237604,0.585059885,0.37938782,0.807025163,0.563786415,
3,266551_at,T,F,AT2G35260,AT2G35260,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G17840.1); Has 42 Blast hits to 42 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.444272789,0.725122784,0.706940224,0.261531079,0.77456532,0.582486439,
3,266565_at,T,F,AT2G24010,scpl23,serine carboxypeptidase-like 23,0.21340723,0.759244116,0.699256487,0.238997418,0.52802132,0.487785314,
3,266570_at,T,F,AT2G24090,AT2G24090,Ribosomal protein L35,0.46318392,0.773845143,0.817791033,0.275720305,0.62230977,0.590570034,
3,266574_at,T,F,AT2G23890,AT2G23890,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase",0.347012355,0.786730237,0.751626011,0.088322598,0.733644693,0.541467179,
3,266575_at,T,F,AT2G24060,AT2G24060,Translation initiation factor 3 protein,0.451219717,0.76786897,0.868862333,0.246697605,0.545938693,0.576117464,
3,266580_at,T,F,AT2G46260,AT2G46260,BTB/POZ/Kelch-associated protein,0.448752976,0.691661006,0.74670868,0.304932436,0.519754973,0.542362014,
3,266581_at,T,F,AT2G46140,AT2G46140,Late embryogenesis abundant protein,0.343227061,0.667607681,0.620706187,0.166127148,0.701219986,0.499777613,
3,266583_at,T,F,AT2G46220,AT2G46220,Uncharacterized conserved protein (DUF2358),0.429295849,0.730819448,0.717199815,0.206064078,0.77282707,0.571241252,
3,266585_at,T,F,AT2G14930,AT2G14930,"copia-like retrotransposon family, has a 9.9e-255 P-value blast match to dbj|BAA78426.1| polyprotein (AtRE2-1) (Arabidopsis thaliana) (Ty1_Copia-element)",0.052401979,0.554317241,0.560775202,0.06141667,0.550936446,0.355969508,
3,266587_at,T,F,AT2G14880,AT2G14880,SWIB/MDM2 domain superfamily protein,0.384284491,0.745806681,0.814435562,0.145313208,0.587641755,0.535496339,
3,266589_at,T,F,AT2G46250,AT2G46250,myosin heavy chain-related,0.389759163,0.644657389,0.706140981,0.275054464,0.615558552,0.52623411,
3,266597_at,T,F,AT2G46130,WRKY43|ATWRKY43,WRKY DNA-binding protein 43,0.553151975,0.509586792,0.537319359,0.460747802,0.455235254,0.503208236,
3,266598_at,T,F,AT2G46110,PANB1|KPHMT1,ketopantoate hydroxymethyltransferase 1,0.544587208,0.755165308,0.726883587,0.383007462,0.415357489,0.565000211,
3,266602_at,T,F,AT2G46050,AT2G46050,Pentatricopeptide repeat (PPR-like) superfamily protein,0.229804986,0.608336176,0.391934636,0.516968587,0.825859461,0.514580769,
3,266607_at,T,F,AT2G46300,AT2G46300,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0.354338617,0.672423153,0.55083442,0.36904551,0.817340507,0.552796441,
3,266608_at,T,F,AT2G35500,SKL2,shikimate kinase like 2,0.431322182,0.833463524,0.821889216,0.26592043,0.668212911,0.604161653,
3,266613_at,T,F,AT2G14900,AT2G14900,Gibberellin-regulated family protein,0.280848215,0.659047241,0.544513746,0.207075584,0.805267499,0.499350457,
3,266615_s_at,F,NA,AT2G35660,CTF2A,FAD/NAD(P)-binding oxidoreductase family protein,0.338400664,0.694254571,0.622605,0.334395857,0.841979548,0.566327128,
3,266621_at,T,T,AT2G35450,AT2G35450,catalytics;hydrolases,0.414345843,0.73531314,0.609078168,0.474511133,0.752244916,0.59709864,
3,266628_at,T,F,AT2G35330,AT2G35330,RING/U-box superfamily protein,0.514962826,0.734217964,0.875819879,0.344108795,0.360449627,0.565911818,
3,266634_at,T,F,AT2G35530,AtbZIP16|bZIP16,basic region/leucine zipper transcription factor 16,0.362681009,0.69289688,0.591732175,0.336131242,0.641696748,0.525027611,
3,266636_at,T,F,AT2G35370,GDCH,glycine decarboxylase complex H,0.409724581,0.731780347,0.645846114,0.306799658,0.808680528,0.580566245,
3,266638_at,T,F,AT2G35490,AT2G35490,Plastid-lipid associated protein PAP / fibrillin family protein,0.404737734,0.67947364,0.564714061,0.288623678,0.817647028,0.551039228,
3,266642_at,T,F,AT2G35410,AT2G35410,RNA-binding (RRM/RBD/RNP motifs) family protein,0.380799391,0.748882419,0.706670936,0.290014178,0.755598522,0.576393089,
3,266643_s_at,F,NA,AT2G29730,UGT71D1,UDP-glucosyl transferase 71D1,0.445828449,0.640038657,0.583867015,0.302253562,0.781971371,0.550791811,
3,266657_at,T,F,AT2G25910,AT2G25910,3'-5' exonuclease domain-containing protein / K homology domain-containing protein / KH domain-containing protein,0.407862768,0.64147821,0.716420162,0.353972776,0.556100001,0.535166784,
3,266662_at,T,F,AT2G25830,AT2G25830,YebC-related,0.494275736,0.711193307,0.788406777,0.446545526,0.550249775,0.598134224,
3,266663_at,T,F,AT2G25790,AT2G25790,Leucine-rich receptor-like protein kinase family protein,0.499726466,0.519014943,0.497964631,0.559837585,0.705932738,0.556495273,
3,266669_at,T,F,AT2G29750,UGT71C1,UDP-glucosyl transferase 71C1,0.406816144,0.685160243,0.59040773,0.31609137,0.820331725,0.563761443,
3,266671_at,T,F,AT2G29690,ASA2|ATHANSYNAB,anthranilate synthase 2,0.587341837,0.76231377,0.86721137,0.311697057,0.305197941,0.566752395,
3,266683_at,NA,NA,NA,NA,NA,0.46567441,0.742466273,0.746266551,0.367716861,0.675061117,0.599437042,
3,266685_at,T,F,AT2G19710,AT2G19710,Regulator of Vps4 activity in the MVB pathway protein,0.427840784,0.552992722,0.506484094,0.488000622,0.628041337,0.520671912,
3,266686_at,T,F,AT2G19700,AT2G19700,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 5 Blast hits to 5 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.231149715,0.723229436,0.55103712,0.264899372,0.652426471,0.484548423,
3,266689_at,T,F,AT2G19930,AT2G19930,RNA-dependent RNA polymerase family protein,0.471023654,0.562979441,0.656630835,0.364929366,0.60306362,0.531725383,
3,266711_at,T,F,AT2G46740,AT2G46740,"D-arabinono-1,4-lactone oxidase family protein",0.452687238,0.655448489,0.601214619,0.346359758,0.797507464,0.570643513,
3,266716_at,T,F,AT2G46820,PTAC8|PSI-P|PSAP|TMP14,photosystem I P subunit,0.460239214,0.736492924,0.688961201,0.332844989,0.776322608,0.598972187,
3,266721_at,T,F,AT2G03220,FT1|MUR2|ATFT1|ATFUT1,fucosyltransferase 1,0.418117332,0.798287965,0.765005295,0.184752948,0.670587723,0.567350253,
3,266732_at,T,F,AT2G03240,AT2G03240,EXS (ERD1/XPR1/SYG1) family protein,0.275075577,0.719695421,0.727271279,0.321808503,0.591953118,0.52716078,
3,266736_at,T,F,AT2G46960,CYP709B1,"cytochrome P450, family 709, subfamily B, polypeptide 1",0.362009125,0.683604315,0.589029873,0.465651425,0.643317036,0.548722355,
3,266747_at,T,F,AT2G02870,AT2G02870,Galactose oxidase/kelch repeat superfamily protein,0.587677709,0.590325947,0.856934297,0.126158092,0.019186181,0.436056445,
3,266751_at,T,F,AT2G47020,AT2G47020,Peptide chain release factor 1,0.313506074,0.669244383,0.582190657,0.144864475,0.737655398,0.489492198,
3,266752_at,T,F,AT2G47000,MDR4|ATPGP4|PGP4|ABCB4,ATP binding cassette subfamily B4,0.487469199,0.667201814,0.652007819,0.349260335,0.740625365,0.579312907,
3,266756_at,T,F,AT2G46950,CYP709B2,"cytochrome P450, family 709, subfamily B, polypeptide 2",0.528962958,0.732257784,0.852563755,0.271038162,0.416608354,0.560286203,
3,266760_at,T,F,AT2G46870,NGA1,AP2/B3-like transcriptional factor family protein,0.470808382,0.736731339,0.682197567,0.334215312,0.748249255,0.594440371,
3,266761_at,T,F,AT2G47130,AT2G47130,NAD(P)-binding Rossmann-fold superfamily protein,0.504154288,0.764640011,0.790368859,0.165744148,0.475920426,0.540165546,
3,266767_at,T,F,AT2G46910,AT2G46910,Plastid-lipid associated protein PAP / fibrillin family protein,0.440619585,0.678023144,0.620406514,0.353014932,0.806237076,0.57966025,
3,266769_s_at,F,NA,AT3G50490,AT3G50490,"copia-like retrotransposon family, has a 1.3e-13 P-value blast match to GB:AAC24836 pol polyprotein (Ty1_Copia-element) (Candida albicans)",0.490438857,0.411368731,0.510186579,0.632148556,0.54905102,0.518638749,
3,266779_at,T,F,AT2G29100,GLR2.9|ATGLR2.9,glutamate receptor 2.9,0.3261732,0.634856783,0.605778654,0.079675642,0.599190821,0.44913502,
3,266782_at,T,F,AT2G29120,ATGLR2.7|GLR2.7,glutamate receptor 2.7,0.321606699,0.64537218,0.56187362,0.343117575,0.830649015,0.540523818,
3,266784_at,T,F,AT2G28960,AT2G28960,Leucine-rich repeat protein kinase family protein,0.392621896,0.695038602,0.576617831,0.254211348,0.836802288,0.551058393,
3,266785_at,T,F,AT2G28970,AT2G28970,Leucine-rich repeat protein kinase family protein,0.365820333,0.578693671,0.508311849,0.256977923,0.787254026,0.49941156,
3,266789_at,T,F,AT2G29020,AT2G29020,Rab5-interacting family protein,0.191127877,0.592946969,0.558509858,0.177432783,0.683536075,0.440710712,
3,266791_at,T,F,AT2G02960,AT2G02960,RING/FYVE/PHD zinc finger superfamily protein,0.468606746,0.719248429,0.760935013,0.320750327,0.669454517,0.587799006,
3,266794_at,T,F,AT2G02980,OTP85,Pentatricopeptide repeat (PPR) superfamily protein,0.561772981,0.710878716,0.869645121,0.17076264,0.409784852,0.544568862,
3,266799_at,T,F,AT2G22860,PSK2|ATPSK2,phytosulfokine 2 precursor,0.317908535,0.714634633,0.578122466,0.343229415,0.724929358,0.535764881,
3,266802_at,T,F,AT2G22900,AT2G22900,Galactosyl transferase GMA12/MNN10 family protein,0.355284345,0.751735432,0.76273222,0.104626331,0.656048081,0.526085282,
3,266803_at,T,F,AT2G28930,APK1B|PK1B,protein kinase 1B,0.380367021,0.676984441,0.569832015,0.211137059,0.677345932,0.503133294,
3,266804_at,T,F,AT2G29960,ATCYP5|CYP5|CYP19-4,cyclophilin 5,0.437759013,0.724314342,0.783531887,0.280497332,0.635688117,0.572358138,
3,266806_at,T,F,AT2G30000,AT2G30000,PHF5-like protein,0.567861171,0.724551305,0.874698939,0.153334768,0.4356787,0.551224977,
3,266813_at,T,F,AT2G44920,AT2G44920,Tetratricopeptide repeat (TPR)-like superfamily protein,0.435310869,0.77873186,0.726326183,0.323466033,0.757965852,0.604360159,
3,266818_at,T,T,AT2G44950,HUB1|RDO4,histone mono-ubiquitination 1,0.454551002,0.679748484,0.803164777,0.120373666,0.545308172,0.52062922,
3,266819_at,T,F,AT2G44870,AT2G44870,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 15 growth stages; Has 39 Blast hits to 39 proteins in 18 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.436980742,0.744009589,0.766162007,0.247782354,0.700063478,0.578999634,
3,266827_at,T,F,AT2G22920,SCPL12,serine carboxypeptidase-like 12,0.480069869,0.598448745,0.567611485,0.362079151,0.817079921,0.565057834,
3,266828_at,T,F,AT2G22930,AT2G22930,UDP-Glycosyltransferase superfamily protein,0.344203777,0.646477148,0.562107224,0.29602309,0.808541484,0.531470545,
3,266831_at,T,F,AT2G22830,SQE2,squalene epoxidase 2,0.515000687,0.683590531,0.695770819,0.267409918,0.348765408,0.502107473,
3,266838_at,T,F,AT2G25980,AT2G25980,Mannose-binding lectin superfamily protein,0.358867906,0.665443019,0.551870675,0.282403774,0.852206082,0.542158291,
3,266846_at,T,F,AT2G25970,AT2G25970,KH domain-containing protein,0.327245039,0.596840559,0.5164149,0.428211601,0.665007897,0.506743999,
3,266847_at,T,F,AT2G26060,emb1345,Transducin/WD40 repeat-like superfamily protein,0.334068565,0.768581959,0.743920579,0.147724223,0.684318301,0.535722726,
