nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average
4,265806_at,T,F,AT2G18010,AT2G18010,SAUR-like auxin-responsive protein family,0.591225084,0.658815835,0.872138315,0.645601845,0.049629414,0.563482099
4,265810_at,T,F,AT2G18090,AT2G18090,PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein,0.734152183,0.829562181,0.764698703,0.827015524,0.018996446,0.634885008
4,265811_at,T,F,AT2G18080,EDA2,Serine carboxypeptidase S28 family protein,0.517752421,0.645551823,0.720979494,0.642093643,0.197260483,0.544727573
4,265819_at,T,F,AT2G17972,AT2G17972,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; Has 34 Blast hits to 34 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.669118716,0.796305912,0.812200728,0.725058621,0.14495611,0.629528017
4,265823_at,T,F,AT2G35760,AT2G35760,Uncharacterised protein family (UPF0497),0.595741104,0.767020268,0.557676597,0.666684507,0.137002815,0.544825058
4,265824_at,T,F,AT2G35650,ATCSLA07|ATCSLA7|CSLA07|CSLA7,cellulose synthase like,0.804508324,0.681996167,0.78040597,0.735288027,0.096219661,0.61968363
4,265826_at,T,F,AT2G35795,AT2G35795,Chaperone DnaJ-domain superfamily protein,0.74894405,0.702623339,0.280275395,0.678802325,0.544720952,0.591073212
4,265832_at,T,F,AT2G14450,AT2G14450,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G35920.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G13270.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G34960.1); similar to hypothetical protein 31.t00031 [Brassica oleracea] (GB:ABD65118.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340); contains InterPro domain Protein of unknown function DUF223, Arabidopsis thaliana; (InterPro:IPR003871); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)",0.615692559,0.695161492,0.699440206,0.697766666,0.042671287,0.550146442
4,265841_at,T,T,AT2G35710,AT2G35710,Nucleotide-diphospho-sugar transferases superfamily protein,0.724958038,0.831789589,0.636857871,0.823536787,0.029639445,0.609356346
4,265846_at,T,F,AT2G35770,scpl28,serine carboxypeptidase-like 28,0.571614655,0.704115542,0.724364412,0.648566335,0.215366845,0.572805558
4,265849_at,T,F,AT2G35736,AT2G35736,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G25225.1); Has 78 Blast hits to 78 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 78; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.619194949,0.569970888,0.659747603,0.653184363,0.188795125,0.538178586
4,265850_at,T,F,AT2G35720,OWL1,DNAJ heat shock N-terminal domain-containing protein,0.761014946,0.763640755,0.594133677,0.821499502,0.4136382,0.670785416
4,265851_at,NA,NA,NA,NA,NA,0.524622627,0.613023237,0.653717088,0.63772845,0.175384106,0.520895102
4,265852_at,T,F,AT2G42350,AT2G42350,RING/U-box superfamily protein,0.717752663,0.784555754,0.772819582,0.751455755,0.095351464,0.624387044
4,265853_at,T,F,AT2G42360,AT2G42360,RING/U-box superfamily protein,0.69545094,0.765744406,0.604177275,0.665463299,0.156129426,0.577393069
4,265856_at,T,F,AT2G42430,ASL18|LBD16,lateral organ boundaries-domain 16,0.716652595,0.761835243,0.622215276,0.793012921,0.031629028,0.585069013
4,265863_at,T,F,AT2G01770,VIT1|ATVIT1,vacuolar iron transporter 1,0.573025495,0.571293107,0.66375045,0.60688098,0.039224653,0.490834937
4,265867_at,T,F,AT2G01620,MEE11,RNI-like superfamily protein,0.635516347,0.770664185,0.75679201,0.729873609,0.156063123,0.609781855
4,265868_at,T,F,AT2G01650,PUX2,plant UBX domain-containing protein 2,0.612644108,0.725191582,0.741928843,0.625181028,0.241889374,0.589366987
4,265869_at,T,F,AT2G01760,RR14|ARR14,response regulator 14,0.713647679,0.772656232,0.805977321,0.750255705,0.102612262,0.62902984
4,265874_at,T,F,AT2G01640,AT2G01640,unknown protein; Has 51 Blast hits to 51 proteins in 21 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 2; Plants - 41; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).,0.53445579,0.758978601,0.570246402,0.712416946,0.146149625,0.544449473
4,265875_at,T,F,AT2G01690,AT2G01690,ARM repeat superfamily protein,0.602329464,0.837814336,0.716118076,0.608945945,0.066868233,0.566415211
4,265876_at,T,F,AT2G42290,AT2G42290,Leucine-rich repeat protein kinase family protein,0.733182431,0.563850749,0.316515926,0.540483685,0.502977546,0.531402067
4,265877_at,T,F,AT2G42380,BZIP34|ATBZIP34,Basic-leucine zipper (bZIP) transcription factor family protein,0.568970067,0.626378479,0.749514025,0.577193878,0.061050798,0.516621449
4,265880_at,T,F,AT2G42300,AT2G42300,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.811802283,0.81185266,0.777000259,0.816316079,0.068362666,0.65706679
4,265884_at,T,F,AT2G42320,AT2G42320,nucleolar protein gar2-related,0.822623831,0.857878304,0.712362087,0.823346039,0.067105107,0.656663074
4,265892_at,T,F,AT2G15020,AT2G15020,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64190.1); Has 72 Blast hits to 72 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.528606831,0.561531196,0.750155395,0.646415979,0.078710621,0.513084004
4,265893_at,T,F,AT2G15042,AT2G15042,Leucine-rich repeat (LRR) family protein,0.500976005,0.531607384,0.693216836,0.638017189,0.043802725,0.481524028
4,265894_at,T,F,AT2G15050,LTP|LTP7,lipid transfer protein,0.661963635,0.787444317,0.783547116,0.748238732,0.144601082,0.625158976
4,265896_at,T,F,AT2G25660,emb2410,embryo defective 2410,0.698946048,0.821067701,0.801994056,0.768782625,0.065984445,0.631354975
4,265898_at,T,F,AT2G25690,AT2G25690,Protein of unknown function (DUF581),0.732801969,0.865078684,0.687582929,0.811290836,0.050290287,0.629408941
4,265899_s_at,F,NA,AT2G25700,SK3|ASK3,SKP1-like 3,0.501427016,0.679281605,0.773201501,0.689048853,0.07256633,0.543105061
4,265903_at,T,F,AT2G25600,SPIK|AKT6,Shaker pollen inward K+ channel,0.583178478,0.744424675,0.753118042,0.705970026,0.022227394,0.561783723
4,265916_at,T,F,AT3G31920,AT3G31920,"CACTA-like transposase family (Tnp2/En/Spm), has a 3.0e-163 P-value blast match to gb|AAG52024.1|AC022456_5 Tam1-homologous transposon protein TNP2, putative; 12762-16371 (Arabidopsis thaliana) (CACTA-element)",0.713439618,0.795687609,0.808435665,0.752598676,0.049373522,0.623907018
4,265917_at,T,F,AT2G15080,RLP19|AtRLP19,receptor like protein 19,0.598437677,0.604692832,0.842181744,0.63426024,0.061281382,0.548170775
4,265918_at,T,F,AT2G15090,KCS8,3-ketoacyl-CoA synthase 8,0.750508746,0.785257467,0.808140813,0.712517362,0.06596658,0.624478194
4,265920_s_at,F,NA,AT2G15220,AT2G15220,Plant basic secretory protein (BSP) family protein,0.766062626,0.807249951,0.777549535,0.77398615,0.008535167,0.626676686
4,265926_at,T,F,AT2G18600,AT2G18600,Ubiquitin-conjugating enzyme family protein,0.66263909,0.537498292,0.634310374,0.523959403,0.248576242,0.52139668
4,265928_at,T,F,AT2G18580,AT2G18580,"hAT-like transposase family (hobo/Ac/Tam3), has a 3.7e-98 P-value blast match to GB:AAD24567 transposase Tag2 (hAT-element) (Arabidopsis thaliana)",0.543496096,0.654153657,0.702054618,0.629889883,0.167513368,0.539421524
4,265941_s_at,F,NA,AT2G19490,AT2G19490,recA DNA recombination family protein,0.731186827,0.834669432,0.826226841,0.804733435,0.041831324,0.647729572
4,265943_at,T,F,AT2G19570,AT-CDA1|DESZ|CDA1,cytidine deaminase 1,0.788497927,0.790829481,0.822396783,0.832429441,0.036390193,0.654108765
4,265944_at,T,F,AT2G19640,ASHR2|SDG39,ASH1-related protein 2,0.737636357,0.86151781,0.650787815,0.842267896,0.017723875,0.621986751
4,265955_at,T,F,AT2G37280,ATPDR5|PDR5,pleiotropic drug resistance 5,0.786194628,0.857869077,0.725215296,0.826829086,0.085091589,0.656239935
4,265957_at,T,F,AT2G37300,AT2G37300,unknown protein; Has 93 Blast hits to 62 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 13; Fungi - 19; Plants - 25; Viruses - 0; Other Eukaryotes - 30 (source: NCBI BLink).,0.743900675,0.816892068,0.520640702,0.723344006,0.042333061,0.569422102
4,265959_at,T,F,AT2G37240,AT2G37240,Thioredoxin superfamily protein,0.588057133,0.721168376,0.722990716,0.66044727,0.187556465,0.576043992
4,265965_at,T,F,AT2G37500,AT2G37500,arginine biosynthesis protein ArgJ family,0.683357261,0.694764054,0.843303654,0.671923149,0.004867864,0.579643196
4,265966_at,T,F,AT2G37220,AT2G37220,RNA-binding (RRM/RBD/RNP motifs) family protein,0.694762143,0.826696689,0.761606215,0.765665396,0.145085398,0.638763168
4,265967_at,T,F,AT2G37450,AT2G37450,nodulin MtN21 /EamA-like transporter family protein,0.738083015,0.795582041,0.865647581,0.760050878,0.011042916,0.634081286
4,265983_at,T,F,AT2G18550,ATHB21|HB21|HB-2,homeobox protein 21,0.723085158,0.804134049,0.764552952,0.775488071,0.054543408,0.624360728
4,265984_at,T,F,AT2G24210,TPS10,terpene synthase 10,0.528872559,0.600358132,0.6765852,0.651737286,0.200624646,0.531635565
4,265985_at,T,F,AT2G24220,ATPUP5|PUP5,purine permease 5,0.658627891,0.783771349,0.695806803,0.736995549,0.18862632,0.612765582
4,265986_at,T,F,AT2G24230,AT2G24230,Leucine-rich repeat protein kinase family protein,0.789585892,0.807925569,0.557129951,0.775704832,0.354265947,0.656922438
4,265989_at,T,F,AT2G24260,LRL1,LJRHL1-like 1,0.666164286,0.740334925,0.782044462,0.654365306,0.178996702,0.604381136
4,265990_at,T,F,AT2G24280,AT2G24280,alpha/beta-Hydrolases superfamily protein,0.753549467,0.841782418,0.750232221,0.754831498,0.024105224,0.624900166
4,265992_at,T,F,AT2G24130,AT2G24130,Leucine-rich receptor-like protein kinase family protein,0.844142195,0.840421869,0.573870987,0.847113138,0.379796925,0.697069023
4,265993_at,T,F,AT2G24160,AT2G24160,"pseudogene, leucine rich repeat protein family, contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611; contains some similarity to Cf-4 (Lycopersicon hirsutum) gi|2808683|emb|CAA05268; blastp match of 37% identity and 8.4e-98 P-value to GP|2808683|emb|CAA05268.1||AJ002235 Cf-4 {Lycopersicon hirsutum}",0.580502488,0.625295779,0.88616282,0.666798836,0.058848139,0.563521612
4,265995_at,T,F,AT2G24140,AT2G24140,"Protein of unknown function, DUF593",0.616986024,0.634984572,0.631658959,0.608548246,0.191354786,0.536706518
4,265997_at,T,F,AT2G24250,AT2G24250,Protein of unknown function (DUF295),0.511740293,0.542514681,0.805606959,0.577097278,0.231617771,0.533715396
4,265998_at,T,F,AT2G24270,ALDH11A3,aldehyde dehydrogenase 11A3,0.669260886,0.797294908,0.756617218,0.753850417,0.134592575,0.622323201
4,265999_at,T,F,AT2G24100,AT2G24100,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G30780.1); Has 101 Blast hits to 101 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 95; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).,0.641827901,0.748855028,0.571824928,0.79202464,0.146387498,0.580183999
4,266000_at,T,F,AT2G24180,CYP71B6,cytochrome p450 71b6,0.720674014,0.714631897,0.797329054,0.778924806,0.028665688,0.608045092
4,266001_at,T,F,AT2G24150,HHP3,heptahelical protein 3,0.661927912,0.709597405,0.703010673,0.771955055,0.305576945,0.630413598
4,266004_at,T,F,AT2G37330,ALS3,aluminum sensitive 3,0.797962954,0.80566653,0.770714106,0.824383319,0.116427753,0.663030933
4,266005_at,T,F,AT2G37340,At-RS2Z33,RNA-binding SR protein At-RS2Z33 subfamily RS2Z,0.520997337,0.703072713,0.773334084,0.576922229,0.301322051,0.575129683
4,266006_at,T,F,AT2G37360,AT2G37360,ABC-2 type transporter family protein,0.840879343,0.819094772,0.757319538,0.767227767,0.114524878,0.65980926
4,266007_at,T,F,AT2G37380,AT2G37380,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G39370.1); Has 1284 Blast hits to 422 proteins in 114 species: Archae - 0; Bacteria - 90; Metazoa - 125; Fungi - 151; Plants - 136; Viruses - 0; Other Eukaryotes - 782 (source: NCBI BLink).,0.794810938,0.780459971,0.819146677,0.705803376,0.254901385,0.671024469
4,266008_at,T,F,AT2G37390,AT2G37390,Chloroplast-targeted copper chaperone protein,0.877089066,0.815838364,0.758191433,0.835537079,0.195452592,0.696421707
4,266010_at,T,F,AT2G37430,AT2G37430,C2H2 and C2HC zinc fingers superfamily protein,0.871027851,0.856789839,0.683414777,0.852809064,0.199571518,0.69272261
4,266011_at,T,F,AT2G37440,AT2G37440,DNAse I-like superfamily protein,0.591430345,0.671838252,0.698472271,0.683163056,0.146470709,0.558274927
4,266014_s_at,F,NA,ATMG00620,ORF139B,hypothetical protein,0.651084002,0.68924743,0.648341963,0.62384789,0.064913231,0.535486903
4,266015_at,T,F,AT2G24190,AT2G24190,NAD(P)-binding Rossmann-fold superfamily protein,0.607066194,0.729726729,0.528218567,0.605748147,0.066719212,0.50749577
4,266017_at,T,F,AT2G18690,AT2G18690,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF975 (InterPro:IPR010380); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G18680.1); Has 213 Blast hits to 211 proteins in 20 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 205; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.705822491,0.806908503,0.726172478,0.754818558,0.117730707,0.622290547
4,266018_at,T,F,AT2G18710,SCY1,SECY homolog 1,0.675021916,0.761197074,0.856777546,0.73092386,0.086934168,0.622170913
4,266019_at,T,F,AT2G18750,AT2G18750,Calmodulin-binding protein,0.617967914,0.773982858,0.653934667,0.70500653,0.146402407,0.579458875
4,266020_at,T,F,AT2G05900,SUVH10|SDG11,SET domain protein 11,0.615844862,0.551782405,0.541878575,0.702472049,0.066627632,0.495721105
4,266026_at,T,F,AT2G05980,AT2G05980,"non-LTR retrotransposon family (LINE), has a 1.0e-42 P-value blast match to GB:NP_038607 L1 repeat, Tf subfamily, member 9 (LINE-element) (Mus musculus)",0.564174335,0.577909345,0.794758652,0.697478609,0.04427903,0.535719994
4,266033_at,T,F,AT2G05830,AT2G05830,NagB/RpiA/CoA transferase-like superfamily protein,0.872074046,0.844632936,0.765193851,0.834761522,0.185090401,0.700350551
4,266037_at,T,F,AT2G05940,AT2G05940,Protein kinase superfamily protein,0.870263505,0.858333046,0.665858407,0.871586403,0.303185209,0.713845314
4,266038_at,T,F,AT2G07680,MRP11|ATMRP11,multidrug resistance-associated protein 11,0.768786644,0.699852425,0.773190463,0.694587679,0.425579671,0.672399376
4,266045_s_at,F,NA,ATMG00220,COB,apocytochrome b,0.662277031,0.649407328,0.683420118,0.544680258,0.07553248,0.523063443
4,266051_at,T,F,AT2G40760,AT2G40760,Rhodanese/Cell cycle control phosphatase superfamily protein,0.757708757,0.730644222,0.834482174,0.680625633,0.222249814,0.64514212
4,266052_at,T,F,AT2G40740,ATWRKY55|WRKY55,WRKY DNA-binding protein 55,0.875317011,0.793298424,0.501128882,0.744312174,0.347836556,0.652378609
4,266061_at,T,F,AT2G18720,AT2G18720,Translation elongation factor EF1A/initiation factor IF2gamma family protein,0.721896039,0.603506729,0.484523469,0.583062394,0.686996456,0.615997018
4,266063_at,T,F,AT2G18760,CHR8,chromatin remodeling 8,0.792617648,0.828342788,0.649332032,0.752619505,0.310957788,0.666773952
4,266067_s_at,F,NA,AT2G31720,AT2G31720,Domain of unknown function (DUF313),0.535013596,0.596340528,0.606015698,0.543829662,0.218429902,0.499925877
4,266070_at,T,F,AT2G18660,PNP-A,plant natriuretic peptide A,0.860725757,0.829278081,0.706563879,0.758890913,0.291474463,0.689386619
4,266071_at,F,NA,AT2G18680,AT2G18680,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G18690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.796083907,0.863154921,0.642124493,0.803588713,0.06955427,0.634901261
4,266073_at,T,F,AT2G18770,AT2G18770,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.679504494,0.855752465,0.64218726,0.734547931,0.063842764,0.595166983
4,266078_at,T,F,AT2G40670,ARR16|RR16,response regulator 16,0.563376786,0.730989423,0.805301933,0.599630156,0.031597323,0.546179124
4,266079_at,T,F,AT2G37860,LCD1,Protein of unknown function (DUF3411),0.778951047,0.826721284,0.618457347,0.665268795,0.14198417,0.606276528
4,266080_at,T,T,AT2G37840,AT2G37840,Protein kinase superfamily protein,0.800620222,0.902207113,0.671183126,0.747305508,0.014015205,0.627066235
4,266081_at,T,T,AT2G37840,AT2G37840,Protein kinase superfamily protein,0.879449794,0.914149704,0.681053755,0.747998674,0.130472737,0.670624933
4,266083_at,T,F,AT2G37820,AT2G37820,Cysteine/Histidine-rich C1 domain family protein,0.608186689,0.744881266,0.642712365,0.652333012,0.135949948,0.556812656
4,266084_at,T,F,AT2G37810,AT2G37810,Cysteine/Histidine-rich C1 domain family protein,0.895540747,0.82951728,0.565266438,0.780786909,0.392309167,0.692684108
4,266089_at,T,F,AT2G38010,AT2G38010,Neutral/alkaline non-lysosomal ceramidase,0.721460758,0.836623446,0.575122761,0.772445737,0.090728524,0.599276245
4,266091_at,T,F,AT2G37920,emb1513,copper ion transmembrane transporters,0.703688126,0.812854911,0.789033329,0.753550049,0.121344722,0.636094227
4,266092_at,T,F,AT2G37880,AT2G37880,"Protein of unknown function, DUF617",0.867914731,0.797896522,0.500568689,0.710896092,0.462100291,0.667875265
4,266096_at,T,F,AT2G38020,VCL1|EMB258|MAN,vacuoleless1 (VCL1),0.733625852,0.696997852,0.852399603,0.6079561,0.233352969,0.624866475
4,266100_at,T,F,AT2G37980,AT2G37980,O-fucosyltransferase family protein,0.577874582,0.733399951,0.718986032,0.66268956,0.276207696,0.593831564
4,266101_at,T,F,AT2G37940,AtIPCS2,Arabidopsis Inositol phosphorylceramide synthase 2,0.501208966,0.685423367,0.694191558,0.592002573,0.278082444,0.550181782
4,266104_at,T,F,AT2G45150,CDS4,cytidinediphosphate diacylglycerol synthase 4,0.726374023,0.759107311,0.74221649,0.716132667,0.035829193,0.595931937
4,266109_at,T,F,AT2G37890,AT2G37890,Mitochondrial substrate carrier family protein,0.728280549,0.774260576,0.726320469,0.818676032,0.289097977,0.66732712
4,266110_at,T,F,AT2G02080,IDD4|AtIDD4,indeterminate(ID)-domain 4,0.674281015,0.742232266,0.748627135,0.76484908,0.107706389,0.607539177
4,266111_at,T,F,AT2G02061,AT2G02061,Nucleotide-diphospho-sugar transferase family protein,0.813310004,0.763693905,0.506879358,0.81090749,0.447026058,0.668363363
4,266113_x_at,NA,NA,NA,NA,NA,0.633581571,0.700567065,0.654893586,0.591258988,1.97E-02,0.520009677
4,266116_at,T,F,AT2G02180,TOM3,tobamovirus multiplication protein 3,0.796421455,0.893187523,0.726197849,0.70672254,1.29E-04,0.624531612
4,266117_at,T,F,AT2G02170,AT2G02170,Remorin family protein,0.743357907,0.760475762,0.808978816,0.690152856,0.102707041,0.621134477
4,266120_at,T,F,AT2G02070,IDD5|AtIDD5,indeterminate(ID)-domain 5,0.62462235,0.74042585,0.753747294,0.716763171,0.119681339,0.591048001
4,266123_at,T,F,AT2G45180,AT2G45180,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.77640181,0.80178003,0.767307406,0.819007971,0.089149275,0.650729298
4,266129_at,T,F,AT2G44990,MAX3|ATCCD7|CCD7,carotenoid cleavage dioxygenase 7,0.508946245,0.662911381,0.640093336,0.634976202,0.044826391,0.498350711
4,266135_at,T,F,AT2G45100,AT2G45100,Cyclin/Brf1-like TBP-binding protein,0.616297886,0.567090099,0.77655556,0.598861752,0.053884974,0.522538054
4,266141_at,T,F,AT2G02120,PDF2.1|LCR70,Scorpion toxin-like knottin superfamily protein,0.844842863,0.811260601,0.743568346,0.780746555,0.219441174,0.679971908
4,266150_s_at,F,NA,AT2G12290,AT2G12290,BEST Arabidopsis thaliana protein match is: SBP (S-ribonuclease binding protein) family protein (TAIR:AT4G19700.1); Has 66 Blast hits to 66 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 66; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.805130274,0.798890459,0.773969414,0.83317772,0.092741077,0.660781789
4,266156_at,T,F,AT2G28110,IRX7|FRA8,Exostosin family protein,0.774026143,0.807148614,0.776690087,0.75372351,0.008005385,0.623918748
4,266157_at,T,F,AT2G28100,ATFUC1|FUC1,alpha-L-fucosidase 1,0.661766016,0.742883718,0.727054205,0.797197627,0.033462321,0.592472778
4,266159_at,T,F,AT2G28030,AT2G28030,Eukaryotic aspartyl protease family protein,0.656799913,0.619684745,0.679933373,0.697257252,0.102332914,0.551201639
4,266162_at,NA,NA,NA,NA,NA,0.605202571,0.791200192,0.729781047,0.681683462,0.211656172,0.603904689
4,266163_at,T,F,AT2G28130,AT2G28130,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.685108456,0.784301205,0.700220691,0.740401887,0.007487952,0.583504038
4,266167_at,T,F,AT2G38860,YLS5,Class I glutamine amidotransferase-like superfamily protein,0.743392265,0.813207892,0.787872369,0.763711049,0.028325944,0.627301904
4,266172_at,T,F,AT2G39010,PIP2E|PIP2;6,plasma membrane intrinsic protein 2E,0.731786917,0.829259257,0.750679907,0.766007401,0.068403681,0.629227433
4,266175_at,T,F,AT2G02450,LOV1|NAC035|ANAC035|anac034,NAC domain containing protein 35,0.636274292,0.724594983,0.84761081,0.694176573,0.051610869,0.590853505
4,266176_at,T,F,AT2G02250,AtPP2-B2|PP2-B2,phloem protein 2-B2,0.565172922,0.695966834,0.662637375,0.653878168,0.237785358,0.563088131
4,266179_at,T,F,AT2G02300,PP2-B5|AtPP2-B5,phloem protein 2-B5,0.613218974,0.578333747,0.701484195,0.640849606,0.140165639,0.534810432
4,266180_at,T,F,AT2G02470,AL6,alfin-like 6,0.7224198,0.778896535,0.517548216,0.678475967,0.127364286,0.564940961
4,266181_at,T,F,AT2G02390,GSTZ1|GST18|ATGSTZ1,glutathione S-transferase zeta 1,0.709803879,0.682232194,0.933698666,0.711449303,0.149763545,0.637389517
4,266182_at,T,F,AT2G02370,AT2G02370,SNARE associated Golgi protein family,0.656266818,0.754548836,0.766242336,0.712690697,0.083292465,0.59460823
4,266184_s_at,F,NA,AT2G38940,PHT1;4|ATPT2,phosphate transporter 1;4,0.801088279,0.829898942,0.761086705,0.748274134,0.035015571,0.635072726
4,266185_at,T,F,AT2G38950,AT2G38950,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein,0.680581728,0.759171469,0.535639161,0.715989595,0.052221669,0.548720724
4,266186_at,T,F,AT2G38960,AERO2|ERO2,endoplasmic reticulum oxidoreductins 2,0.58046575,0.632620217,0.684595009,0.654586362,0.280612268,0.566575921
4,266188_at,T,F,AT2G39000,AT2G39000,Acyl-CoA N-acyltransferases (NAT) superfamily protein,0.726333292,0.80333713,0.785139184,0.829523655,0.043595618,0.637585776
4,266190_at,T,T,AT2G38840,AT2G38840,Guanylate-binding family protein,0.686605852,0.839818231,0.616683168,0.738371002,0.301335342,0.636562719
4,266192_at,T,T,AT2G39080,AT2G39080,NAD(P)-binding Rossmann-fold superfamily protein,0.756660809,0.878262171,0.779776428,0.812096697,0.066154759,0.658590173
4,266193_at,T,T,AT2G39080,AT2G39080,NAD(P)-binding Rossmann-fold superfamily protein,0.693566106,0.816602593,0.755101806,0.769151914,0.016276611,0.610139806
4,266194_at,T,F,AT2G39090,AT2G39090,tetratricopeptide repeat (TPR)-containing protein,0.697254277,0.796398134,0.781815422,0.839680464,0.193386265,0.661706913
4,266196_at,T,F,AT2G39110,AT2G39110,Protein kinase superfamily protein,0.728666296,0.814074507,0.755495851,0.790283178,0.010105324,0.619725031
4,266197_at,T,F,AT2G39120,AT2G39120,Ubiquitin carboxyl-terminal hydrolase family protein,0.810548025,0.903511197,0.667497689,0.819864473,0.092961232,0.658876523
4,266201_at,T,F,AT2G39060,AT2G39060,Nodulin MtN3 family protein,0.65138313,0.790585787,0.772230508,0.642774942,0.078938899,0.587182653
4,266203_at,T,F,AT2G02230,PP2-B1|AtPP2-B1,phloem protein 2-B1,0.701181942,0.799052167,0.628360199,0.800672001,0.007334358,0.587320133
4,266207_at,T,F,AT2G27680,AT2G27680,NAD(P)-linked oxidoreductase superfamily protein,0.682649353,0.799748603,0.781701792,0.745719155,0.156207638,0.633205308
4,266208_at,T,F,AT2G27760,IPT2|IPPT|ATIPT2,tRNAisopentenyltransferase 2,0.806668046,0.864149433,0.644139378,0.864228559,0.339924141,0.703821912
4,266209_at,T,F,AT2G27550,ATC,centroradialis,0.778107527,0.803302345,0.827334411,0.818039729,0.097683594,0.664893521
4,266212_at,T,F,AT2G06840,AT2G06840,"copia-like retrotransposon family, has a 3.5e-184 P-value blast match to GB:AAC02666 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)",0.56426468,0.725012293,0.731843573,0.650600681,0.283575504,0.591059346
4,266217_at,NA,NA,NA,NA,NA,0.764533134,0.719832047,0.708679317,0.720719848,0.140741141,0.610901097
4,266218_s_at,F,NA,AT2G28850,CYP710A3,"cytochrome P450, family 710, subfamily A, polypeptide 3",0.559772016,0.61209479,0.713835697,0.669433738,0.199565306,0.550940309
4,266221_at,T,F,AT2G28760,UXS6,UDP-XYL synthase 6,0.56062221,0.68710111,0.814835604,0.714971392,0.128251355,0.581156334
4,266224_at,T,F,AT2G28800,ALB3,63 kDa inner membrane family protein,0.699906898,0.807637547,0.777179083,0.791756978,0.076661208,0.630628343
